# id nu_max nu_max_err delta_nu delta_nu_err mag T_eff
11753722 47.40 0.90 5.25 0.12 11.88 4671
11769182 43.60 1.00 4.58 0.11 10.60 4696
11199783 45.10 1.00 4.68 0.13 11.47 4944
10796378 41.50 1.00 4.70 0.12 11.94 4889
6592627 45.60 1.20 4.80 0.09 12.39 4736
11667799 50.30 1.20 4.75 0.09 12.00 4779
8962844 41.40 1.10 4.46 0.10 11.74 4784
10816214 46.20 0.90 4.79 0.11 11.45 4871
9456598 40.90 0.80 4.43 0.11 11.86 4875
9229601 46.00 1.00 4.70 0.09 11.63 4874
