id T_eff delta_nu delta_nu_err nu_max nu_max_err  mag
6508328 4712 4.27 0.09 37.99 0.86 11.686
6508943 4640 4.04 0.08 34.57 0.71 11.586
6191288 4619 3.14 0.07 25.69 0.62 11.084
6192431 4467 4.09 0.08 35.29 0.79 10.792
6273063 4554 3.64 0.07 31.80 0.71 9.701
6430534 4615 3.58 0.07 28.40 0.85 11.305
6192043 5028 8.48 0.21 108.55 3.10 11.396
6764382 4464 3.44 0.07 29.57 0.93 12.556
6764229 4531 6.07 0.12 60.33 1.48 11.715
6849167 4749 4.24 0.10 35.57 0.99 10.982
6677653 4969 5.97 0.72 71.56 1.55 10.835
6764026 4685 7.60 0.21 81.83 2.24 12.223
6592627 4637 4.80 0.09 45.59 1.23 12.387
6678428 4722 4.25 0.09 34.56 1.07 11.388
6765032 4403 1.37 0.05 7.32 0.40 11.554
6678432 4551 5.67 0.14 55.97 1.29 10.724
6509721 4428 3.76 0.08 32.94 0.74 12.087
6431941 4485 2.81 0.07 20.80 0.56 11.661
6593623 4574 4.15 0.08 37.99 0.83 11.608
6765408 4392 2.35 0.05 18.48 1.16 12.189
6679278 4691 4.12 0.09 34.89 0.95 12.175
6680734 4489 2.39 0.05 17.42 0.42 11.680
6680386 4863 3.92 0.09 31.00 1.34 11.239
6594505 4829 4.04 0.10 35.51 0.91 11.656
6853465 4805 7.41 0.17 85.58 1.80 11.833
6681414 4546 4.60 0.11 40.13 1.03 11.376
6768042 4596 2.96 0.06 22.94 1.12 11.829
6681565 4656 6.67 0.13 73.68 2.26 12.278
7674224 4850 10.67 0.19 129.90 2.52 11.765
7672969 4699 3.81 0.11 30.45 1.05 10.761
7744204 4839 5.16 0.10 52.41 1.22 11.169
7435143 4588 6.16 0.13 62.93 1.32 11.987
7518352 4894 7.43 0.18 75.93 1.69 10.812
7352718 4696 3.85 0.09 35.42 1.45 11.748
7518143 4817 12.17 0.33 157.60 3.29 12.217
7189610 4826 4.14 0.10 35.35 0.88 10.466
7190047 4697 3.94 0.11 30.48 0.73 11.473
7272257 4507 2.99 0.07 24.09 0.63 12.006
7107940 4637 2.63 0.05 22.99 1.63 12.261
7596701 4600 4.95 0.12 44.64 1.17 12.162
7516687 4593 4.06 0.09 35.10 1.08 11.398
7597056 4540 4.18 0.14 35.04 1.52 12.042
7597230 4713 4.18 0.09 39.44 1.52 11.921
7188662 4757 9.37 0.17 110.75 2.43 12.215
7188504 4682 3.92 0.08 30.46 0.77 10.038
7351098 4869 8.82 0.17 120.91 5.08 11.202
7270142 4500 5.42 0.11 52.62 1.48 11.692
7672292 4549 5.57 0.14 52.45 1.16 12.264
7671562 4660 3.77 0.08 30.12 0.69 11.650
7743176 4759 3.71 0.10 30.12 1.27 11.418
7672405 4565 1.88 0.05 14.04 0.75 11.775
7515137 4501 6.70 0.14 68.26 2.09 12.155
7595285 4842 3.78 0.08 29.39 0.62 10.604
7515516 5083 7.68 0.14 92.58 3.24 10.435
7595155 4634 3.76 0.09 29.94 1.21 11.840
7513379 5010 9.03 0.16 108.49 2.39 11.940
7593843 4863 4.14 0.09 34.16 1.59 11.643
7430868 4720 5.64 0.13 52.81 1.55 10.290
7348314 4807 7.84 0.19 84.91 2.23 12.148
7669105 4827 3.82 0.11 27.55 1.23 12.129
7668782 4334 2.01 0.06 13.98 0.36 11.630
7667657 4829 4.39 0.09 43.86 0.97 11.878
7428418 4881 4.12 0.09 35.64 0.96 9.930
7592356 4767 3.95 0.09 31.13 1.00 11.510
7592262 4966 16.43 1.44 209.32 11.16 12.106
7183922 4610 3.33 0.07 29.02 1.13 12.096
7346442 4706 5.23 0.11 48.28 1.03 11.546
7346365 4705 5.28 0.10 51.94 1.05 11.696
7265189 4915 8.43 0.17 85.01 1.78 12.021
7591481 4602 4.19 0.11 35.26 1.14 12.020
7591642 4657 3.71 0.08 28.18 1.59 11.772
7510604 4752 4.09 0.10 33.87 0.76 11.407
7591311 4535 3.65 0.08 36.29 0.91 11.908
7667124 4554 3.15 0.08 25.26 0.59 12.320
7265075 4711 3.93 0.09 31.90 0.72 12.140
7345186 4489 4.02 0.10 34.94 0.84 12.373
7264736 4662 6.84 0.14 68.29 1.30 12.279
7017044 4784 3.96 0.12 31.72 0.70 10.615
7100768 4634 3.51 0.08 25.84 1.03 11.755
8088198 4803 4.11 0.09 36.49 0.91 12.260
7950550 4723 5.99 0.12 61.00 1.54 10.998
8088244 4861 4.17 0.10 30.63 1.63 11.635
7880417 4800 14.56 0.28 188.31 3.67 12.269
7949599 4613 4.05 0.09 34.00 0.84 11.030
7811522 4443 3.34 0.08 26.65 0.71 11.477
7949585 4842 4.48 0.10 40.45 1.18 12.003
8087067 4702 8.93 0.17 99.79 2.04 11.873
7949258 4517 4.02 0.09 34.27 0.89 11.791
8154541 4722 4.22 0.09 39.87 1.05 11.149
8354896 4869 8.28 0.15 95.28 2.36 11.147
8154799 4535 2.93 0.08 23.56 0.78 12.030
7594865 4847 3.88 0.11 30.96 0.89 11.959
7670419 4483 3.78 0.10 30.72 1.58 11.306
7670489 4625 4.03 0.09 35.85 0.93 11.793
8154383 4613 6.35 0.13 65.80 1.34 10.876
8086192 4757 7.04 0.14 74.87 1.93 11.534
7948086 4920 4.45 0.10 42.37 1.22 11.293
8085964 4982 7.25 0.17 96.97 3.65 9.894
7948193 5020 9.11 0.17 115.50 3.70 11.093
7809908 4721 4.07 0.09 35.92 0.87 12.345
8016118 5120 7.46 0.21 83.70 1.95 11.222
8153309 4648 3.35 0.07 29.19 1.49 12.213
7808227 4798 4.08 0.09 32.25 0.69 11.524
7807614 4556 3.85 0.08 31.70 0.76 11.555
5339687 4432 3.67 0.15 26.48 0.60 12.571
5339823 4887 4.27 0.08 41.05 1.27 11.353
5340189 4858 14.63 0.30 187.99 4.26 12.712
5426041 4393 5.01 0.10 50.80 1.16 11.511
5597965 4677 5.52 0.14 54.92 1.68 10.962
5597397 4585 5.05 0.11 45.30 0.94 12.230
5768953 4480 1.57 0.09 11.54 0.75 12.082
5685000 4774 3.95 0.08 29.38 0.71 11.292
5855568 4823 4.21 0.08 36.61 0.81 11.878
5770031 4797 4.16 0.11 34.86 1.12 12.357
5512910 4720 4.24 0.09 39.98 1.33 13.040
5427229 4753 4.51 0.14 43.24 1.17 12.117
5341131 4629 5.70 0.11 63.34 2.47 12.190
5770923 4843 6.92 0.13 80.83 1.54 10.730
5856931 4163 1.19 0.10 7.61 0.50 11.971
5770637 4668 4.65 0.11 41.88 1.23 12.566
5856737 4671 11.89 0.32 143.45 3.07 13.115
5685237 4703 9.29 0.18 104.71 2.35 12.252
5598789 4939 5.43 0.11 57.00 1.17 10.502
5685279 4332 1.28 0.06 7.86 0.39 10.947
5599763 4450 3.77 0.08 32.04 0.69 11.720
5686036 4518 4.28 0.09 37.52 0.97 12.553
5428360 4567 8.59 0.17 96.58 2.99 12.483
5514079 4453 7.79 0.18 87.72 1.75 11.613
5857548 4691 4.28 0.17 32.44 0.79 11.972
5857724 4220 2.32 0.05 16.69 0.79 11.691
5857618 4554 6.31 0.13 70.56 1.57 11.815
5771513 4938 4.12 0.27 30.73 0.73 12.619
5600739 4659 14.36 0.43 189.25 3.63 12.798
5515314 4628 10.74 0.21 133.42 3.18 10.876
5772710 4448 3.78 0.12 33.61 1.81 11.301
5514974 4563 4.05 0.09 32.85 0.90 11.355
5773063 4660 5.05 0.11 47.34 1.29 12.742
5601827 4660 7.19 0.14 79.37 1.88 12.008
5602062 4671 9.80 0.19 107.82 2.07 12.300
5515939 4864 4.09 0.09 29.43 1.40 12.407
5515794 4737 5.16 0.10 51.52 1.84 12.687
5430779 4613 10.40 0.24 127.65 2.84 11.884
5602545 4685 4.17 0.10 36.61 0.80 11.418
5602690 4546 3.84 0.09 31.76 0.73 12.839
5688694 4483 5.09 0.10 47.53 1.04 13.306
5859492 4559 4.03 0.08 35.68 0.72 10.267
5860093 4679 5.52 0.11 50.28 1.03 11.197
5517310 4496 2.61 0.06 20.09 0.45 11.988
5517118 4607 3.84 0.08 31.55 1.00 11.855
5517442 4800 4.03 0.10 36.31 0.80 11.743
5689606 4610 4.50 0.11 44.86 1.02 11.563
5689343 5023 8.09 0.16 96.84 2.07 11.286
5689750 4519 3.94 0.08 32.11 1.15 12.367
5944493 4735 3.96 0.08 32.42 0.90 13.184
5774558 4623 5.15 0.16 48.19 2.28 12.706
5774568 4678 9.49 0.18 110.89 2.14 11.545
6026983 4546 7.72 0.14 85.31 1.78 12.596
5774861 4535 3.60 0.09 29.72 1.58 12.893
4813971 4514 3.96 0.09 34.51 0.87 12.029
4814198 4640 4.82 0.10 49.70 1.02 10.927
5165979 4569 6.60 0.13 72.12 2.51 12.640
5253296 4485 3.42 0.11 30.19 1.18 12.285
5078240 4214 1.44 0.05 8.89 0.56 10.653
5253782 4671 4.46 0.10 40.39 1.12 12.448
4814689 4665 8.03 0.16 86.61 2.05 9.586
4902641 4867 7.91 0.16 98.09 2.14 10.761
4902701 4467 4.15 0.09 35.51 0.78 11.614
4903283 4691 3.98 0.07 33.68 1.25 10.739
4633907 4596 3.81 0.08 30.37 0.66 10.838
4634310 4540 3.91 0.09 36.17 1.01 9.461
4634108 4560 5.61 0.12 54.20 1.61 10.537
5166068 4679 9.52 0.20 99.20 2.77 13.032
4991033 4464 5.20 0.12 48.37 0.99 11.759
5254812 4741 8.41 0.17 89.39 1.73 11.853
4904166 4679 9.95 0.20 108.31 2.02 12.675
4991425 4684 3.52 0.08 25.61 1.34 12.065
4991732 4646 8.53 0.17 103.70 2.46 11.547
5167972 4521 3.65 0.12 34.76 1.51 12.852
5167473 4729 4.03 0.09 31.55 0.64 11.558
5256019 4619 3.95 0.10 30.30 0.67 12.314
5255835 4680 7.74 0.17 78.08 1.75 13.124
5430086 4392 3.45 0.08 27.82 0.90 12.083
5257167 4768 4.05 0.27 28.91 0.82 11.106
5168707 4416 3.14 0.08 23.33 0.47 12.498
5168713 4563 4.73 0.11 41.94 0.88 11.758
5168382 4907 17.05 0.32 214.94 4.07 11.433
5080831 4519 17.18 0.45 224.09 10.72 13.063
5344943 4659 10.53 0.20 127.59 3.21 12.651
5431353 4464 2.59 0.06 18.84 0.51 12.747
5345094 4662 12.00 0.23 147.17 2.95 13.007
6504978 4886 15.40 0.31 206.95 4.51 12.705
6587865 4256 1.38 0.04 8.07 0.40 11.963
6505025 4615 4.17 0.09 34.47 1.28 11.899
6504840 4544 5.36 0.12 49.86 1.02 13.163
6188269 4752 5.65 0.13 63.60 2.36 11.874
6188215 4993 8.52 0.24 113.73 3.06 10.517
6106895 4567 3.83 0.10 31.68 0.80 12.175
6347518 4801 9.39 0.19 106.98 3.01 12.863
5943448 4538 4.28 0.11 35.06 1.79 12.402
5858947 5051 14.41 0.26 174.41 4.18 11.737
6025641 4615 9.95 0.19 120.84 2.43 12.967
6425652 4614 3.75 0.11 27.87 0.76 12.526
6425301 4488 6.14 0.15 60.73 1.54 11.523
6504725 4458 3.82 0.11 33.50 1.28 11.918
6504411 4802 4.01 0.09 28.63 0.75 12.942
5858641 4139 1.39 0.04 9.20 0.29 11.649
5858034 4648 4.39 0.09 38.33 0.85 11.738
6025031 4553 5.94 0.13 57.78 1.50 13.375
6346443 4688 4.22 0.08 36.03 1.25 10.699
6186435 4343 3.93 0.09 32.26 1.66 12.485
6185790 4458 4.65 0.11 42.05 1.02 11.800
6104786 4762 13.72 0.25 167.69 3.12 11.550
6266772 4427 4.55 0.14 44.20 0.97 13.008
6424157 4728 8.81 0.17 98.49 2.06 11.540
6345474 4450 4.13 0.12 33.13 0.81 11.079
6423690 4855 4.03 0.10 33.64 0.92 11.045
6345145 4576 4.87 0.13 45.69 1.63 12.976
6023638 4560 5.98 0.13 60.07 1.66 13.001
6103934 4819 8.36 0.16 99.28 2.55 9.666
6185317 4720 9.82 0.19 109.54 2.28 12.629
5940587 4856 8.97 0.18 103.01 2.24 12.896
6501237 4565 6.09 0.12 63.10 1.39 12.086
6264398 4830 3.98 0.09 31.30 0.69 11.726
6343543 4811 3.45 0.11 30.42 0.84 11.838
6422994 4694 4.48 0.09 43.51 1.04 11.898
6421579 4337 1.28 0.10 8.35 0.33 12.104
6343222 4564 7.36 0.14 78.32 2.03 11.698
6500038 4453 5.37 0.11 50.00 1.16 12.112
6183311 4747 3.98 0.14 34.41 1.15 12.848
5940068 4680 8.35 0.17 90.39 1.80 12.601
5940060 4650 5.61 0.14 52.05 1.19 9.697
6341990 4757 10.82 0.20 123.12 2.76 11.973
6263410 4911 8.29 0.15 108.44 3.14 11.152
6262867 4410 3.74 0.08 30.70 1.01 11.395
6262706 4741 5.66 0.15 59.45 1.65 11.256
6181896 4893 6.48 0.13 70.57 1.76 11.500
6100524 4747 8.29 0.17 85.07 1.81 12.897
6101471 4761 9.15 0.18 102.86 2.18 11.818
6100831 4572 3.54 0.08 25.19 1.13 12.114
5938430 4582 5.87 0.17 59.20 1.35 12.508
5768075 4551 9.70 0.18 120.82 2.88 12.400
5854149 4623 4.33 0.08 41.03 1.12 12.017
5682548 4500 3.68 0.10 30.41 0.75 12.376
5937398 4714 10.43 0.26 117.41 2.64 12.335
5596344 4849 4.05 0.08 34.09 0.87 12.373
6844293 4639 3.91 0.08 28.90 0.79 12.982
7014958 4519 6.25 0.12 66.15 1.97 12.023
6929729 4610 6.06 0.12 64.86 2.09 11.607
6844373 4525 5.78 0.15 55.06 1.57 13.030
6587345 4524 4.01 0.15 31.74 0.81 13.238
6587245 4494 2.78 0.08 24.94 0.87 9.816
6587665 4567 5.63 0.12 55.17 2.20 12.969
6672662 4761 4.35 0.11 39.58 1.88 12.936
6586554 4756 5.34 0.11 54.42 1.87 11.916
6843557 4543 4.81 0.11 48.39 1.03 11.052
6843705 4539 3.46 0.10 30.14 0.93 11.025
6587049 4584 4.02 0.09 35.45 0.85 12.742
7098412 4281 1.19 0.05 7.05 0.36 11.985
6928997 4776 10.00 0.22 121.76 2.44 11.584
7014894 4971 6.40 0.12 73.90 1.80 9.241
6929280 4599 4.02 0.09 33.67 0.72 11.439
7098252 4567 3.24 0.06 24.31 0.65 12.028
6502960 4435 2.30 0.05 16.59 0.99 12.720
6502800 4564 7.47 0.16 80.12 1.71 12.643
6502765 4611 3.77 0.08 28.91 1.05 13.142
6842824 4617 3.92 0.08 33.52 1.44 12.844
6842918 4746 4.45 0.10 37.82 1.62 12.290
7014001 4769 4.50 0.09 41.39 1.49 12.262
6842204 4692 14.03 0.26 179.20 3.45 12.864
6585816 4461 5.88 0.15 63.37 1.77 12.997
6756908 4626 3.44 0.07 27.61 1.45 11.744
6756648 5004 6.65 0.11 83.01 3.78 10.005
6756579 4853 3.88 0.07 38.53 0.77 10.414
6757332 4600 6.48 0.13 64.14 1.34 12.655
6757558 4663 11.22 0.21 131.38 2.35 12.865
6501869 4827 4.13 0.10 33.44 0.88 12.290
6501676 4573 4.77 0.10 43.44 1.03 11.473
6584555 4711 13.33 0.25 171.54 3.42 12.897
6756017 4671 3.98 0.12 32.98 1.32 12.264
6841449 4570 4.84 0.10 44.19 0.92 12.168
6755907 4570 4.79 0.10 43.41 0.93 11.712
6755830 4634 4.48 0.09 42.70 1.51 10.829
6841322 4599 3.60 0.11 30.98 1.19 12.258
6755958 4682 4.87 0.11 43.09 0.94 12.617
6584091 4604 4.12 0.11 34.37 1.07 13.107
6755373 4651 5.14 0.12 50.26 1.21 10.351
6500623 4189 1.98 0.05 14.81 0.55 10.936
3323943 4592 4.02 0.08 33.04 1.28 11.609
3217051 4551 4.20 0.08 37.14 1.08 11.378
3216467 4474 3.77 0.09 31.61 1.00 11.208
3096473 4477 4.16 0.12 36.17 1.64 11.848
3216638 4269 2.49 0.08 18.99 0.74 12.491
3424384 4574 4.15 0.15 29.56 2.09 12.180
3526625 4635 4.19 0.09 35.27 1.93 11.409
3526061 4721 10.64 0.23 127.52 2.79 9.996
3424105 4429 5.13 0.10 51.65 1.21 11.529
3323401 4588 4.04 0.11 32.31 1.17 12.313
3425675 4665 4.04 0.10 32.04 1.04 11.299
3527032 4654 4.50 0.13 43.01 1.18 10.671
3425476 4717 4.40 0.09 40.24 1.02 11.676
3098716 4790 4.15 0.10 30.75 1.64 11.950
3098045 4662 4.13 0.09 34.46 0.72 11.825
2970396 4486 3.81 0.09 30.43 0.71 11.994
3527708 4283 1.48 0.03 8.96 0.46 11.044
3527891 4566 3.49 0.08 30.97 1.43 10.194
3426898 4653 6.51 0.13 63.49 1.22 11.993
3730854 4480 4.58 0.11 44.45 1.44 12.351
3427629 4418 3.76 0.09 30.60 0.96 12.297
3529597 4762 4.89 0.11 53.75 1.83 11.705
3529276 4723 5.58 0.11 57.52 1.21 11.057
3427850 4804 3.44 0.08 26.76 0.68 9.207
3529480 4693 4.58 0.11 43.28 1.51 9.768
3528656 4433 2.66 0.06 20.83 0.50 11.396
3529097 4519 3.89 0.10 34.26 0.87 12.156
3631092 4951 13.94 0.25 191.53 6.22 11.839
3631402 4682 4.85 0.09 46.33 1.21 11.745
3326790 4603 3.58 0.08 26.29 0.56 11.027
3530520 4554 3.90 0.08 35.21 1.98 11.974
3429738 4711 5.88 0.14 55.83 1.38 10.046
3530823 4770 4.61 0.09 45.55 1.19 11.741
3532113 4557 4.92 0.10 46.14 1.35 9.374
3430048 4800 3.39 0.12 35.70 1.63 12.059
3222670 4881 4.05 0.10 34.73 1.84 10.231
3222220 4572 3.70 0.08 30.50 0.82 11.183
3633057 4580 5.22 0.10 49.91 1.36 9.061
3633152 4536 3.94 0.10 32.75 0.88 8.416
3532734 4744 11.92 0.24 151.11 5.17 2.000
3222834 4711 13.87 0.33 169.04 3.27 12.118
3432732 4953 6.34 0.11 79.10 2.10 10.738
3103685 4116 2.25 0.05 16.94 0.50 11.082
3634720 4814 3.88 0.11 38.51 1.00 9.750
3839310 4302 1.91 0.05 13.09 0.35 11.880
3736477 4658 3.91 0.11 28.93 0.72 11.816
3736401 4588 4.01 0.09 32.38 1.21 11.931
2422635 4752 9.16 0.21 103.52 5.49 12.057
2140446 4473 5.63 0.14 57.83 1.08 11.814
2422073 4407 3.24 0.08 26.87 0.89 11.191
2831788 4662 5.44 0.11 53.73 1.20 10.007
2693261 4588 3.87 0.08 35.10 1.18 10.078
2832426 4484 4.81 0.10 46.08 1.27 12.012
2554924 4594 3.94 0.08 33.97 0.82 11.727
2423824 4907 2.78 0.05 22.81 1.50 11.051
2284330 4657 3.39 0.20 29.23 1.40 12.175
2142095 4732 3.71 0.08 28.83 0.74 11.528
2141928 4583 4.02 0.11 34.49 0.98 10.723
3100193 4276 3.46 0.07 30.19 0.81 11.216
2834230 5072 7.00 0.12 88.72 3.76 10.432
2695267 4804 3.90 0.14 29.56 0.66 9.513
3100053 4618 3.94 0.11 29.65 0.98 12.144
2424934 4729 3.90 0.09 33.80 0.89 10.377
2424822 4787 8.08 0.19 93.09 2.67 11.684
2835720 4565 5.92 0.12 59.86 1.35 12.075
2696115 4414 2.30 0.05 20.26 0.59 11.849
2695975 4236 1.52 0.03 10.75 0.32 10.768
3101090 4590 3.89 0.10 32.88 1.43 11.346
3100505 4419 3.95 0.10 34.12 1.51 12.086
2696732 4735 8.28 0.16 91.29 2.36 11.495
2697082 4725 3.29 0.09 31.76 0.88 11.095
2696628 4304 1.54 0.04 10.37 0.28 10.842
2425631 4451 2.55 0.06 20.84 0.49 11.026
2836038 4546 4.12 0.12 37.10 0.87 11.334
2973894 4964 4.00 0.13 28.72 1.16 11.481
2697501 4631 5.18 0.26 53.23 3.02 12.043
2975717 4369 3.36 0.09 28.27 0.92 10.515
3102479 4506 4.25 0.11 39.49 1.00 11.801
4249357 4488 5.11 0.10 48.22 1.00 11.909
4249128 4509 4.46 0.10 41.70 1.03 11.972
3942203 4557 4.21 0.10 34.92 0.84 11.053
3838180 4523 5.83 0.13 58.09 1.89 11.880
3940854 4504 5.50 0.11 58.01 1.78 12.181
3838075 4500 4.20 0.09 37.28 1.16 12.027
4042951 4830 4.11 0.09 32.10 0.77 11.517
4143460 4642 4.23 0.09 39.65 1.22 11.685
3733028 4810 13.11 0.26 179.80 3.45 11.731
3631821 4994 5.50 0.11 58.26 1.43 10.122
3734104 4468 5.85 0.14 58.40 1.90 12.310
4350501 4759 11.03 0.24 143.83 3.69 11.737
4141815 4640 4.60 0.09 43.56 0.93 8.339
3835996 4714 5.02 0.10 46.25 1.05 9.192
4041405 4367 2.58 0.06 18.81 0.43 8.477
4140726 4550 4.91 0.10 49.96 1.29 9.183
4348593 4961 5.08 0.10 63.68 3.97 8.967
3938291 4993 9.31 0.17 115.10 2.94 10.536
4039306 4688 4.19 0.11 33.74 0.99 11.554
4244973 4831 4.70 0.12 51.29 1.72 10.305
4139914 4612 4.24 0.13 37.55 0.96 10.167
4139784 4532 4.85 0.13 48.10 1.01 11.255
4040211 4597 4.21 0.08 38.57 1.06 11.517
3936921 4393 3.51 0.10 26.78 0.90 10.724
3937217 4620 3.71 0.07 29.15 0.84 11.631
4243796 4490 4.26 0.08 38.27 0.94 8.320
4243803 4492 1.83 0.04 16.40 0.62 7.849
4346893 4473 3.93 0.08 32.93 1.11 7.636
4346319 4613 4.66 0.09 45.06 1.07 9.023
3730125 4268 1.29 0.10 8.50 0.69 11.359
3833399 4781 4.13 0.09 37.80 0.87 9.218
3729799 4574 4.10 0.09 37.46 0.79 11.920
3834190 4543 4.02 0.09 33.94 1.78 12.360
4242705 4358 1.92 0.04 13.31 0.68 12.246
4445711 4648 4.24 0.09 36.07 0.99 10.716
4241369 4769 5.72 0.11 61.18 2.16 10.431
4345370 4617 4.03 0.09 31.81 0.69 11.503
4445549 4918 15.98 1.16 200.21 4.45 12.035
3935987 4212 2.59 0.06 20.63 0.52 11.432
3934458 4593 4.25 0.09 36.91 0.89 10.437
4136374 4699 5.14 0.11 52.36 1.40 10.836
4036300 4682 4.37 0.09 38.60 0.92 11.281
4036007 4633 4.37 0.09 37.76 0.83 11.428
5084662 4759 4.49 0.10 41.17 0.84 11.642
5172229 4711 4.36 0.10 39.86 0.88 9.958
4821839 4323 2.36 0.05 19.56 0.94 11.070
4548564 4437 5.98 0.13 56.47 1.32 11.814
4640537 4490 4.04 0.10 34.21 0.86 11.818
4640930 4740 13.38 0.30 179.53 7.66 11.940
5083936 4845 4.23 0.10 34.80 1.05 10.584
4995788 4654 13.40 0.26 166.08 3.30 11.721
4546625 4453 4.09 0.09 34.07 0.88 11.610
4448636 4420 3.97 0.10 33.78 0.82 11.783
4545474 4429 3.93 0.10 37.47 0.88 10.765
4638317 4427 3.40 0.08 27.90 0.93 11.297
4818830 4735 4.62 0.10 40.93 1.02 12.006
4906950 4511 5.23 0.10 53.73 3.06 10.651
4637793 4414 4.01 0.10 35.50 0.83 12.392
4818420 4518 4.54 0.13 40.70 1.19 12.330
4818312 4610 4.89 0.11 44.28 1.03 11.849
4636731 4340 2.89 0.06 23.00 0.65 12.088
4729586 4482 3.53 0.08 29.64 0.79 12.284
4543229 4324 3.18 0.09 25.67 0.71 9.132
4446405 4620 5.76 0.14 60.97 2.10 9.455
2438051 4421 3.27 0.37 32.81 3.12 11.499
2438333 4385 6.31 0.20 61.56 4.39 14.932
2570715 4620 3.43 0.08 29.04 1.33 10.282
1864855 4835 10.42 0.19 127.42 3.25 11.548
2013502 4646 5.68 0.12 61.24 1.36 9.489
2303367 4716 4.11 0.10 33.59 0.74 10.182
2303101 4673 13.54 0.29 164.75 4.90 13.202
2304765 4102 0.96 0.03 7.23 0.58 12.120
2305930 4666 3.90 0.08 29.30 0.93 10.801
2018392 4604 3.76 0.11 33.53 0.74 11.768
2307683 4598 4.31 0.09 40.09 0.95 11.550
1725552 4092 1.22 0.03 8.09 0.74 10.888
1726211 4765 3.70 0.08 31.08 1.09 10.930
2448225 4615 3.95 0.09 36.02 1.32 10.806
2579661 4812 11.06 0.28 141.12 3.74 12.204
2449703 4643 3.96 0.10 32.07 1.04 11.438
2309469 4464 3.48 0.08 27.94 0.59 11.611
2996112 4634 3.92 0.08 33.22 1.20 11.598
1864183 4485 5.48 0.11 54.88 1.14 11.336
1720425 4545 3.79 0.12 28.67 1.64 8.292
1572175 4528 5.25 0.12 56.18 1.61 9.361
1162746 4711 3.82 0.08 27.98 0.97 9.182
1432587 4214 1.08 0.03 5.73 0.23 8.695
1433730 4555 4.05 0.09 40.12 0.95 8.390
1576469 5004 7.32 0.16 88.63 2.18 8.333
1433593 4693 6.24 0.12 67.46 1.86 9.167
1435573 4577 3.69 0.11 26.83 1.68 8.990
3121940 4567 3.73 0.08 27.75 0.95 11.940
2995197 4200 1.53 0.05 10.28 0.35 11.224
3122548 4632 3.90 0.16 34.77 1.13 12.622
3120486 4832 10.51 0.20 137.11 3.10 11.753
3120585 4784 8.39 0.14 101.70 2.37 11.582
3346501 4313 2.69 0.06 20.95 0.61 11.836
2993958 4604 4.79 0.14 49.04 3.21 12.767
2714397 4777 4.14 0.09 32.92 0.65 10.510
2854297 4526 3.14 0.54 32.88 2.37 13.396
3237572 4371 3.63 0.08 34.25 1.31 13.012
3118806 4366 2.68 0.06 19.57 1.20 10.991
3444374 4561 5.70 0.12 56.02 1.18 11.768
2988638 4863 7.72 0.21 91.21 2.20 12.157
2988988 4707 4.26 0.08 38.32 0.81 10.849
3114408 4494 3.42 0.07 29.88 0.96 11.576
3231503 4671 4.28 0.08 42.56 0.89 10.706
2847978 4239 1.49 0.04 9.23 0.64 12.211
2569618 4380 5.62 0.14 55.55 3.43 14.856
2570214 4447 3.31 0.23 32.01 2.58 11.493
2569945 4446 3.71 0.09 31.82 3.10 11.548
3110460 4228 1.34 0.05 7.90 0.54 12.062
2569055 4357 4.04 0.20 32.19 2.42 2.000
2568912 4683 11.14 0.20 128.35 2.59 10.468
3956513 4553 3.16 0.61 33.06 1.99 13.924
3748691 4632 4.25 0.09 38.83 1.18 11.589
3955590 4459 2.75 0.07 20.12 0.78 10.336
4057744 4403 2.90 0.06 26.02 1.21 10.702
4057076 4708 4.58 0.09 42.01 0.95 11.844
4157282 4395 1.89 0.04 14.63 0.49 10.520
4262505 4831 7.94 0.19 87.86 1.67 10.360
3747777 4497 4.41 0.09 43.57 0.92 11.257
3545147 4699 5.25 0.11 54.84 1.41 10.465
3747860 4561 4.02 0.09 36.42 0.80 11.752
3849996 4796 3.87 0.08 28.54 1.14 12.112
3849027 4774 3.71 0.14 26.60 0.66 11.749
3443483 4841 10.68 0.19 132.77 3.35 11.610
3645232 4215 1.41 0.04 8.47 0.28 11.447
3543722 4324 2.51 0.06 18.15 0.45 12.888
3339894 4555 3.37 0.06 29.59 1.09 11.339
3642038 4570 4.26 0.08 40.57 0.77 11.265
3847697 4525 4.86 0.11 45.39 0.98 11.610
3453419 4545 4.63 0.10 45.56 1.35 11.745
3858714 4637 5.07 0.10 50.23 2.01 11.943
3756174 4626 9.44 0.17 109.42 2.23 12.564
3860176 4842 6.63 0.12 75.32 1.85 11.614
4168909 4806 11.62 0.24 141.93 2.70 10.866
3760337 4624 4.24 0.08 37.96 0.96 10.356
3658136 4169 1.36 0.03 8.15 0.53 11.789
3355015 4584 3.42 0.07 27.44 0.78 11.898
3660820 4674 3.95 0.08 31.80 0.91 11.869
3560181 4506 3.92 0.10 32.38 0.69 11.042
4481621 4285 3.81 0.10 31.00 1.80 13.967
4760954 4599 4.71 0.09 45.01 0.92 11.649
4381519 4764 8.40 0.16 109.31 3.95 12.791
4279700 4435 3.50 0.08 31.33 0.73 11.745
4575645 4618 4.44 0.08 41.33 2.12 10.366
4937576 4432 3.55 0.07 32.99 0.93 12.734
4937204 4628 4.40 0.10 39.86 0.92 10.658
5023953 4635 4.70 0.10 48.41 1.37 12.612
5023732 4437 3.08 0.07 27.25 0.67 12.470
4378473 4463 2.84 0.06 22.63 0.62 10.952
