# id nu_max nu_max_err delta_nu delta_nu_err mag T_eff
7516687 35.10 1.10 4.06 0.09 11.40 4614
10604460 30.30 0.90 3.79 0.08 10.92 4642
7949599 34.00 0.80 4.05 0.09 11.03 4730
8612811 33.10 0.90 4.10 0.08 12.04 4954
10723388 31.20 1.50 3.99 0.10 11.48 4861
10328946 33.00 1.00 4.03 0.09 12.35 4780
10018973 32.90 2.00 4.00 0.09 11.11 4676
9270087 36.20 0.80 4.08 0.12 12.01 4860
11200573 33.70 1.10 4.04 0.11 11.77 4774
11918016 34.50 1.50 4.14 0.09 12.19 4865
